Date,Close,Open,High,Low,Adj Close,Volume
2021-01-08 16:00:00,554.60084,557.51264,557.99794,553.14494,554.60084,4363072
2021-01-11 10:00:00,570.61574,562.36564,582.74824,562.36564,570.61574,8517922
2021-01-11 10:30:00,574.01284,570.61574,574.98344,569.64514,574.01284,4977021
2021-01-11 11:00:00,578.86584,574.01284,580.80704,573.04224,578.86584,4056354
2021-01-11 11:30:00,576.92464,579.35114,579.35114,575.46874,576.92464,1978053
2021-01-11 12:00:00,577.40994,576.92464,578.86584,575.95404,577.40994,1636306
2021-01-11 13:30:00,577.89524,576.92464,580.32174,576.43934,577.89524,2480629
2021-01-11 14:00:00,573.52754,577.89524,577.89524,572.07164,573.52754,1927878
2021-01-11 14:30:00,574.49814,573.52754,575.46874,570.13044,574.49814,2423963
2021-01-11 15:00:00,574.98344,574.01284,578.86584,573.52754,574.98344,2260353
2021-01-11 15:30:00,572.55694,575.46874,575.46874,572.55694,572.55694,2401090
2021-01-11 16:00:00,572.07164,572.55694,573.52754,571.10104,572.07164,4768594
2021-01-12 10:00:00,569.15984,567.70394,573.52754,567.21864,569.15984,2939417
2021-01-12 10:30:00,572.55694,569.15984,573.04224,568.67454,572.55694,1884503
2021-01-12 11:00:00,572.07164,572.55694,575.95404,571.10104,572.07164,1794559
2021-01-12 11:30:00,572.55694,572.07164,575.46874,572.07164,572.55694,1001750
2021-01-12 12:00:00,571.10104,572.55694,573.52754,569.64514,571.10104,728518
2021-01-12 13:30:00,575.46874,570.61574,575.95404,569.64514,575.46874,1457448
2021-01-12 14:00:00,574.98344,575.46874,575.95404,574.01284,574.98344,932000
2021-01-12 14:30:00,576.43934,574.98344,576.92464,574.01284,576.43934,1462187
2021-01-12 15:00:00,576.43934,576.43934,577.40994,574.98344,576.43934,1430248
2021-01-12 15:30:00,574.49814,576.43934,576.43934,574.01284,574.49814,703791
2021-01-12 16:00:00,571.10104,574.98344,576.92464,567.21864,571.10104,4325878
2021-01-13 10:00:00,582.26294,570.61574,583.23354,569.64514,582.26294,6189570
2021-01-13 10:30:00,579.35114,582.26294,582.74824,578.86584,579.35114,2130639
2021-01-13 11:00:00,580.80704,579.83644,582.26294,579.83644,580.80704,1310013
2021-01-13 11:30:00,579.83644,580.80704,581.77764,578.86584,579.83644,765196
2021-01-13 12:00:00,578.86584,579.35114,580.32174,578.38054,578.86584,780444
2021-01-13 13:30:00,578.38054,579.35114,580.32174,574.49814,578.38054,1511435
2021-01-13 14:00:00,575.46874,578.38054,578.38054,572.07164,575.46874,1812898
2021-01-13 14:30:00,580.32174,575.46874,580.32174,574.49814,580.32174,1385018
2021-01-13 15:00:00,581.29234,580.32174,581.77764,578.38054,581.29234,1909951
2021-01-13 15:30:00,577.40994,580.80704,581.29234,576.92464,577.40994,1367091
2021-01-13 16:00:00,576.92464,577.89524,578.86584,575.46874,576.92464,3179577
2021-01-14 10:00:00,598.27784,588.57184,598.27784,587.60124,598.27784,7352664
2021-01-14 10:30:00,600.70434,598.27784,605.55734,597.79254,600.70434,6247575
2021-01-14 11:00:00,601.18964,600.70434,602.16024,599.73374,601.18964,1317019
2021-01-14 11:30:00,602.64554,601.18964,604.10144,600.21904,602.64554,1535544
2021-01-14 12:00:00,602.16024,603.13084,605.07204,600.70434,602.16024,1742735
2021-01-14 13:30:00,599.73374,601.67494,602.16024,596.82194,599.73374,1964969
2021-01-14 14:00:00,602.16024,599.73374,603.13084,599.24844,602.16024,1130331
2021-01-14 14:30:00,601.18964,602.16024,604.10144,600.70434,601.18964,1816504
2021-01-14 15:00:00,604.10144,601.18964,605.55734,600.21904,604.10144,2973313
2021-01-14 15:30:00,606.52794,604.58674,607.49854,603.13084,606.52794,2684420
2021-01-14 16:00:00,609.43974,606.52794,609.43974,606.04264,609.43974,6440754
2021-01-15 10:00:00,604.58674,609.43974,609.92504,598.27784,604.58674,5742527
2021-01-15 10:30:00,609.43974,604.10144,609.92504,603.13084,609.43974,2524107
2021-01-15 11:00:00,618.17514,609.43974,621.08694,609.43974,618.17514,3910156
2021-01-15 11:30:00,623.51344,618.17514,623.99874,618.17514,623.51344,2950338
2021-01-15 12:00:00,612.83684,623.02814,623.51344,612.35154,612.83684,1810940
2021-01-15 13:30:00,613.80744,613.32214,614.77804,610.89564,613.80744,1673293
2021-01-15 14:00:00,617.68984,614.29274,620.60164,613.80744,617.68984,1898721
2021-01-15 14:30:00,621.57224,618.17514,621.57224,617.68984,621.57224,1590973
2021-01-15 15:00:00,621.08694,621.08694,625.45464,620.60164,621.08694,2427363
2021-01-15 15:30:00,621.57224,621.57224,623.51344,621.08694,621.57224,1296413
2021-01-15 16:00:00,624.48404,621.57224,624.48404,620.11634,624.48404,4224292
2021-01-18 10:00:00,641.46954,618.17514,646.32254,615.26334,641.46954,9136405
2021-01-18 10:30:00,638.55774,641.46954,644.38134,635.16064,638.55774,4577578
2021-01-18 11:00:00,639.04304,638.55774,639.52834,637.10184,639.04304,2261486
2021-01-18 11:30:00,638.07244,638.55774,640.01364,637.58714,638.07244,2093034
2021-01-18 12:00:00,636.13124,638.07244,639.04304,634.19004,636.13124,1314753
2021-01-18 13:30:00,638.07244,636.13124,638.55774,630.30764,638.07244,2736862
2021-01-18 14:00:00,636.61654,638.07244,639.04304,635.64594,636.61654,1496084
2021-01-18 14:30:00,639.04304,637.10184,639.04304,634.19004,639.04304,1655160
2021-01-18 15:00:00,635.64594,639.04304,639.52834,635.16064,635.64594,1141664
2021-01-18 15:30:00,635.16064,635.64594,636.61654,632.73414,635.16064,1539871
2021-01-18 16:00:00,636.13124,635.16064,636.13124,629.82234,636.13124,3386666
2021-01-19 10:00:00,641.46954,643.89604,652.14614,637.10184,641.46954,5936015
2021-01-19 10:30:00,646.32254,641.46954,648.74904,640.49894,646.32254,2170202
2021-01-19 11:00:00,640.49894,646.80784,647.29314,639.04304,640.49894,2740365
2021-01-19 11:30:00,643.89604,640.98424,644.38134,640.49894,643.89604,1396352
2021-01-19 12:00:00,643.41074,644.38134,646.80784,642.92544,643.41074,1118070
2021-01-19 13:30:00,644.38134,643.41074,645.83724,641.46954,644.38134,1973829
2021-01-19 14:00:00,632.24884,644.86664,644.86664,631.76354,632.24884,3036161
2021-01-19 14:30:00,633.21944,632.73414,634.67534,631.27824,633.21944,2529671
2021-01-19 15:00:00,630.30764,633.21944,634.19004,627.39584,630.30764,1457860
2021-01-19 15:30:00,633.70474,630.30764,634.19004,629.82234,633.70474,1124149
2021-01-19 16:00:00,634.19004,633.70474,634.19004,631.27824,634.19004,6567789
2021-01-20 10:00:00,638.55774,649.71964,651.66084,638.07244,638.55774,9394699
2021-01-20 10:30:00,647.29314,639.04304,648.74904,637.10184,647.29314,2902636
2021-01-20 11:00:00,653.11674,647.77844,653.60204,646.32254,653.11674,4019573
2021-01-20 11:30:00,651.17554,653.60204,653.60204,647.77844,651.17554,2145063
2021-01-20 12:00:00,650.69024,650.69024,651.66084,647.77844,650.69024,1154336
2021-01-20 13:30:00,654.57264,650.69024,656.51384,648.74904,654.57264,2745413
2021-01-20 14:00:00,654.08734,654.08734,656.51384,649.71964,654.08734,1899751
2021-01-20 14:30:00,655.05794,654.08734,656.51384,653.60204,655.05794,1385946
2021-01-20 15:00:00,653.60204,655.54324,655.54324,652.63144,653.60204,1419018
2021-01-20 15:30:00,658.45504,654.08734,658.45504,653.60204,658.45504,2047289
2021-01-20 16:00:00,657.96974,658.45504,658.45504,654.08734,657.96974,5411392
2021-01-21 10:00:00,668.64634,658.94034,677.86704,658.45504,668.64634,8670096
2021-01-21 10:30:00,672.04344,668.64634,675.92584,665.24924,672.04344,2572325
2021-01-21 11:00:00,674.46994,673.01404,674.95524,669.13164,674.46994,1306304
2021-01-21 11:30:00,669.61694,674.46994,676.41114,668.64634,669.61694,1640221
2021-01-21 12:00:00,669.13164,668.64634,670.10224,666.21984,669.13164,1007417
2021-01-21 13:30:00,672.52874,669.13164,673.01404,668.16104,672.52874,1314340
2021-01-21 14:00:00,669.61694,672.52874,673.98464,669.13164,669.61694,1532659
2021-01-21 14:30:00,658.94034,669.61694,670.10224,658.94034,658.94034,2177827
2021-01-21 15:00:00,662.82274,659.42564,664.27864,652.63144,662.82274,2954253
2021-01-21 15:30:00,660.39624,663.30804,663.79334,658.94034,660.39624,1032556
2021-01-21 16:00:00,660.88154,660.39624,662.82274,658.94034,660.88154,3279619
2021-01-22 10:00:00,673.01404,668.16104,677.38174,668.16104,673.01404,5409537
2021-01-22 10:30:00,669.61694,673.01404,673.49934,662.82274,669.61694,3489592
2021-01-22 11:00:00,671.07284,669.61694,674.95524,667.19044,671.07284,1656912
2021-01-22 11:30:00,673.01404,671.07284,675.44054,670.58754,673.01404,1493096
2021-01-22 12:00:00,669.61694,672.52874,673.01404,666.70514,669.61694,859261
2021-01-22 13:30:00,675.92584,669.13164,676.89644,668.16104,675.92584,2408199
2021-01-22 14:00:00,676.89644,676.41114,677.38174,673.01404,676.89644,1958478
2021-01-22 14:30:00,675.44054,676.89644,677.38174,672.04344,675.44054,1865958
2021-01-22 15:00:00,673.98464,674.95524,675.92584,672.04344,673.98464,1234287
2021-01-22 15:30:00,670.10224,673.49934,673.98464,668.16104,670.10224,1484235
2021-01-22 16:00:00,669.13164,670.10224,672.52874,668.16104,669.13164,3473519
2021-01-25 10:00:00,702.61734,684.66124,712.32334,680.29354,702.61734,9760452
2021-01-25 10:30:00,711.35274,702.61734,712.80864,698.73494,711.35274,4430143
2021-01-25 11:00:00,719.60284,711.35274,719.60284,708.92624,719.60284,4427259
2021-01-25 11:30:00,716.69104,719.60284,723.48524,710.86744,716.69104,4686068
2021-01-25 12:00:00,724.94114,717.17634,725.91174,717.17634,724.94114,2811661
2021-01-25 13:30:00,729.30884,724.94114,736.10304,723.48524,729.30884,4500203
2021-01-25 14:00:00,728.33824,729.30884,730.76474,722.99994,728.33824,2322067
2021-01-25 14:30:00,724.45584,727.85294,732.70594,723.48524,724.45584,2229135
2021-01-25 15:00:00,725.91174,724.45584,727.85294,723.48524,725.91174,1936945
2021-01-25 15:30:00,735.13244,725.91174,736.10304,725.42644,735.13244,2944362
2021-01-25 16:00:00,742.41194,735.13244,743.38254,733.19124,742.41194,6320004
2021-01-26 10:00:00,716.20574,721.54404,725.42644,713.77924,716.20574,12022144
2021-01-26 10:30:00,708.44094,716.69104,716.69104,704.07324,708.44094,6694412
2021-01-26 11:00:00,705.52914,708.44094,709.89684,703.58794,705.52914,3082833
2021-01-26 11:30:00,705.04384,705.04384,707.47034,701.64674,705.04384,2556561
2021-01-26 12:00:00,694.85254,704.55854,705.04384,693.88194,694.85254,3233359
2021-01-26 13:30:00,708.92624,694.85254,712.32334,692.91134,708.92624,4801460
2021-01-26 14:00:00,706.01444,708.92624,711.83804,701.16144,706.01444,2362557
2021-01-26 14:30:00,707.95564,706.01444,707.95564,701.16144,707.95564,3031319
2021-01-26 15:00:00,700.67614,707.95564,707.95564,699.70554,700.67614,1955181
2021-01-26 15:30:00,698.24964,700.67614,702.61734,698.24964,698.24964,2105191
2021-01-26 16:00:00,695.82314,698.73494,705.04384,695.33784,695.82314,7160103
2021-01-27 10:00:00,687.57304,693.39664,706.01444,685.63184,687.57304,11506278
2021-01-27 10:30:00,690.97014,688.05834,691.94074,676.41114,690.97014,6397379
2021-01-27 11:00:00,695.82314,690.97014,702.13204,690.97014,695.82314,2882751
2021-01-27 11:30:00,696.30844,695.82314,697.76434,689.02894,696.30844,2151142
2021-01-27 12:00:00,694.36724,695.82314,698.24964,692.91134,694.36724,1430660
2021-01-27 13:30:00,695.33784,694.36724,696.79374,693.39664,695.33784,1272820
2021-01-27 14:00:00,695.82314,695.82314,699.22024,694.36724,695.82314,1694208
2021-01-27 14:30:00,693.88194,696.30844,696.79374,689.99954,693.88194,1559446
2021-01-27 15:00:00,692.91134,693.88194,696.79374,692.42604,692.91134,1284977
2021-01-27 15:30:00,690.97014,692.91134,694.36724,690.48484,690.97014,946836
2021-01-27 16:00:00,679.32294,691.45544,691.45544,679.32294,679.32294,5763957
2021-01-28 10:00:00,688.05834,677.86704,696.79374,667.19044,688.05834,10800220
2021-01-28 10:30:00,677.86704,688.54364,691.45544,676.89644,677.86704,3666596
2021-01-28 11:00:00,672.52874,678.35234,678.35234,667.67574,672.52874,3230062
2021-01-28 11:30:00,673.01404,673.01404,675.92584,665.73454,673.01404,3521634
2021-01-28 12:00:00,670.58754,673.49934,674.95524,669.13164,670.58754,1276426
2021-01-28 13:30:00,670.58754,670.10224,673.01404,668.16104,670.58754,1791983
2021-01-28 14:00:00,669.13164,670.10224,672.04344,667.19044,669.13164,1803728
2021-01-28 14:30:00,670.10224,669.61694,670.10224,666.21984,670.10224,1275911
2021-01-28 15:00:00,668.64634,670.10224,670.58754,666.70514,668.64634,1537501
2021-01-28 15:30:00,661.36684,668.64634,670.10224,660.39624,661.36684,2788067
2021-01-28 16:00:00,659.42564,661.36684,664.76394,659.42564,659.42564,4945701
2021-01-29 10:00:00,681.74944,673.01404,694.36724,673.01404,681.74944,7682666
2021-01-29 10:30:00,679.80824,681.74944,682.72004,674.95524,679.80824,2199154
2021-01-29 11:00:00,684.66124,678.83764,685.63184,676.89644,684.66124,1487223
2021-01-29 11:30:00,684.66124,684.66124,690.97014,683.69064,684.66124,2282916
2021-01-29 12:00:00,683.20534,685.14654,686.11714,681.26414,683.20534,1697093
2021-01-29 13:30:00,673.98464,683.20534,683.20534,671.07284,673.98464,2236759
2021-01-29 14:00:00,675.44054,674.46994,677.38174,666.21984,675.44054,2305067
2021-01-29 14:30:00,669.61694,675.44054,675.44054,669.13164,669.61694,1198536
2021-01-29 15:00:00,675.44054,669.61694,676.89644,669.13164,675.44054,1306201
2021-01-29 15:30:00,671.55814,675.44054,677.38174,671.07284,671.55814,1174324
2021-01-29 16:00:00,659.91094,671.07284,672.52874,659.91094,659.91094,6128267
2021-02-01 10:00:00,684.17594,675.92584,692.42604,675.92584,684.17594,6267254
2021-02-01 10:30:00,688.54364,684.66124,691.45544,684.17594,688.54364,2991756
2021-02-01 11:00:00,688.54364,688.54364,689.02894,681.74944,688.54364,1630021
2021-02-01 11:30:00,694.36724,688.54364,694.36724,687.57304,694.36724,1943436
2021-02-01 12:00:00,693.39664,694.36724,694.36724,690.48484,693.39664,895528
2021-02-01 13:30:00,694.85254,693.88194,699.70554,692.91134,694.85254,2337006
2021-02-01 14:00:00,702.13204,694.85254,704.55854,693.88194,702.13204,2125385
2021-02-01 14:30:00,699.22024,702.13204,702.13204,698.24964,699.22024,1220069
2021-02-01 15:00:00,696.30844,699.70554,701.16144,693.88194,696.30844,2000101
2021-02-01 15:30:00,694.85254,696.30844,697.27904,690.48484,694.85254,1507623
2021-02-01 16:00:00,689.51424,694.85254,694.85254,686.11714,689.51424,4268079
2021-02-02 10:00:00,718.14694,716.69104,720.57344,706.98504,718.14694,6576135
2021-02-02 10:30:00,721.54404,718.14694,722.99994,716.20574,721.54404,2729959
2021-02-02 11:00:00,722.02934,722.02934,724.45584,721.05874,722.02934,2013186
2021-02-02 11:30:00,720.08814,722.02934,722.99994,717.66164,720.08814,1469193
2021-02-02 12:00:00,720.57344,720.08814,722.02934,717.66164,720.57344,1191839
2021-02-02 13:30:00,713.77924,720.57344,721.54404,712.80864,713.77924,2114567
2021-02-02 14:00:00,713.77924,714.26454,715.72044,707.47034,713.77924,1601997
2021-02-02 14:30:00,706.01444,713.77924,714.26454,706.01444,706.01444,1407891
2021-02-02 15:00:00,706.01444,706.49974,709.41154,705.52914,706.01444,1049144
2021-02-02 15:30:00,702.61734,706.01444,707.95564,700.67614,702.61734,1783741
2021-02-02 16:00:00,701.64674,702.61734,704.55854,701.64674,701.64674,3666802
2021-02-03 10:00:00,710.38214,710.86744,714.74984,700.19084,710.38214,3835975
2021-02-03 10:30:00,711.83804,710.86744,712.80864,705.04384,711.83804,1529156
2021-02-03 11:00:00,706.49974,711.83804,714.26454,704.55854,706.49974,1339170
2021-02-03 11:30:00,707.95564,706.01444,708.92624,703.58794,707.95564,833607
2021-02-03 12:00:00,708.92624,707.95564,709.41154,706.01444,708.92624,585204
2021-02-03 13:30:00,711.83804,708.44094,712.80864,707.95564,711.83804,1089119
2021-02-03 14:00:00,710.86744,711.35274,712.32334,707.95564,710.86744,933648
2021-02-03 14:30:00,714.74984,710.86744,716.20574,708.92624,714.74984,1759220
2021-02-03 15:00:00,710.38214,714.74984,715.72044,708.92624,710.38214,926745
2021-02-03 15:30:00,713.29394,710.38214,713.29394,710.38214,713.29394,757675
2021-02-03 16:00:00,712.80864,713.29394,714.74984,709.89684,712.80864,2927775
2021-02-04 10:00:00,706.98504,702.13204,712.80864,699.22024,706.98504,3841127
2021-02-04 10:30:00,709.41154,707.47034,711.35274,706.49974,709.41154,987326
2021-02-04 11:00:00,706.01444,709.89684,709.89684,703.10264,706.01444,1017617
2021-02-04 11:30:00,700.67614,705.52914,710.38214,697.27904,700.67614,1826395
2021-02-04 12:00:00,693.88194,700.67614,701.64674,691.45544,693.88194,1611476
2021-02-04 13:30:00,702.13204,694.36724,703.10264,688.05834,702.13204,3340097
2021-02-04 14:00:00,705.04384,702.13204,708.92624,701.16144,705.04384,1992065
2021-02-04 14:30:00,709.89684,705.04384,711.83804,705.04384,709.89684,1647536
2021-02-04 15:00:00,715.72044,710.38214,715.72044,707.47034,715.72044,1567174
2021-02-04 15:30:00,712.32334,715.72044,719.11754,711.83804,712.32334,2161754
2021-02-04 16:00:00,712.32334,712.32334,715.72044,709.41154,712.32334,2963320
2021-02-05 10:00:00,728.82354,724.45584,730.27944,717.17634,728.82354,4725012
2021-02-05 10:30:00,732.22064,729.30884,733.19124,724.94114,732.22064,2614772
2021-02-05 11:00:00,723.97054,731.73534,732.22064,721.54404,723.97054,1399133
2021-02-05 11:30:00,722.51464,724.45584,724.45584,719.11754,722.51464,1195651
2021-02-05 12:00:00,716.20574,722.99994,723.48524,713.77924,716.20574,1172263
2021-02-05 13:30:00,712.80864,716.69104,717.66164,711.83804,712.80864,976302
2021-02-05 14:00:00,718.63224,712.32334,718.63224,711.83804,718.63224,1048423
2021-02-05 14:30:00,718.63224,718.63224,721.54404,715.23514,718.63224,1058313
2021-02-05 15:00:00,717.66164,718.63224,720.57344,716.20574,717.66164,761384
2021-02-05 15:30:00,712.32334,717.66164,718.63224,709.41154,712.32334,1192869
2021-02-05 16:00:00,709.89684,712.32334,713.77924,709.89684,709.89684,2309807
2021-02-08 10:00:00,722.02934,724.45584,726.39704,719.60284,722.02934,3713783
2021-02-08 10:30:00,716.69104,721.54404,722.51464,711.83804,716.69104,1613125
2021-02-08 11:00:00,718.63224,717.17634,720.57344,714.74984,718.63224,878013
2021-02-08 11:30:00,719.60284,718.14694,721.54404,716.69104,719.60284,593034
2021-02-08 12:00:00,715.72044,719.60284,720.08814,713.77924,715.72044,503914
2021-02-08 13:30:00,716.20574,715.23514,718.63224,713.77924,716.20574,832783
2021-02-08 14:00:00,716.69104,716.20574,718.14694,714.26454,716.69104,856274
2021-02-08 14:30:00,716.69104,716.69104,717.66164,714.26454,716.69104,612610
2021-02-08 15:00:00,718.63224,716.20574,719.60284,714.74984,718.63224,845146
2021-02-08 15:30:00,717.17634,718.63224,722.51464,717.17634,717.17634,1442096
2021-02-08 16:00:00,713.29394,717.17634,717.66164,713.29394,713.29394,2716050
2021-02-09 10:00:00,718.14694,722.02934,724.94114,717.66164,718.14694,2296722
2021-02-09 10:30:00,716.69104,718.14694,719.60284,715.23514,716.69104,758499
2021-02-09 11:00:00,715.72044,717.17634,718.14694,713.77924,715.72044,608695
2021-02-09 11:30:00,716.20574,716.20574,719.11754,715.23514,716.20574,499793
2021-02-09 12:00:00,718.63224,716.20574,721.05874,716.20574,718.63224,541005
2021-02-09 13:30:00,719.60284,718.14694,722.99994,717.66164,719.60284,1031835
2021-02-09 14:00:00,717.66164,720.08814,720.57344,716.69104,717.66164,495981
2021-02-09 14:30:00,718.14694,717.66164,720.57344,716.69104,718.14694,436842
2021-02-09 15:00:00,714.74984,717.66164,718.63224,714.74984,714.74984,685348
2021-02-09 15:30:00,715.72044,714.74984,716.69104,714.26454,715.72044,936842
2021-02-09 16:00:00,717.17634,715.72044,718.63224,715.23514,717.17634,2190499
2021-02-10 10:00:00,730.76474,735.13244,735.61774,727.85294,730.76474,3010610
2021-02-10 10:30:00,737.07364,730.27944,741.92664,730.27944,737.07364,2195341
2021-02-10 11:00:00,738.52954,737.55894,740.95604,734.64714,738.52954,1088089
2021-02-10 11:30:00,741.92664,739.01484,742.89724,738.52954,741.92664,994641
2021-02-10 12:00:00,741.44134,741.44134,745.80904,740.95604,741.44134,1343601
2021-02-10 13:30:00,740.95604,741.92664,744.35314,739.01484,740.95604,1143106
2021-02-10 14:00:00,737.55894,740.47074,740.95604,737.55894,737.55894,773026
2021-02-10 14:30:00,736.58834,737.55894,738.04424,732.70594,736.58834,1185245
2021-02-10 15:00:00,738.04424,736.58834,739.98544,736.10304,738.04424,837110
2021-02-10 15:30:00,738.04424,738.04424,738.52954,736.10304,738.04424,975066
2021-02-10 16:00:00,737.07364,738.04424,740.47074,737.07364,737.07364,3098288
2021-02-11 10:00:00,733.67654,739.01484,739.01484,727.36764,733.67654,2152172
2021-02-11 10:30:00,727.36764,734.16184,738.04424,725.42644,727.36764,2687511
2021-02-11 11:00:00,731.73534,727.85294,732.70594,727.36764,731.73534,1310631
2021-02-11 11:30:00,734.16184,731.25004,734.64714,730.76474,734.16184,1577786
2021-02-11 12:00:00,733.19124,734.16184,734.16184,731.25004,733.19124,2349164
2021-02-16 10:00:00,730.27944,738.52954,742.41194,730.27944,730.27944,4786109
2021-02-16 10:30:00,731.73534,730.76474,734.16184,728.82354,731.73534,1135482
2021-02-16 11:00:00,729.79414,731.73534,732.70594,728.33824,729.79414,1146403
2021-02-16 11:30:00,728.82354,729.30884,730.76474,727.85294,728.82354,1090871
2021-02-16 12:00:00,728.33824,728.82354,729.79414,727.85294,728.33824,733978
2021-02-16 13:30:00,720.57344,728.33824,729.30884,719.60284,720.57344,2450750
2021-02-16 14:00:00,720.57344,720.08814,722.51464,717.66164,720.57344,1393055
2021-02-16 14:30:00,721.54404,720.08814,722.51464,720.08814,721.54404,988048
2021-02-16 15:00:00,724.45584,721.54404,724.94114,721.05874,724.45584,1060477
2021-02-16 15:30:00,725.42644,724.45584,726.88234,723.48524,725.42644,1458272
2021-02-16 16:00:00,721.54404,724.94114,725.42644,721.54404,721.54404,3659074
2021-02-17 10:00:00,722.02934,717.66164,724.94114,707.47034,722.02934,3598596
2021-02-17 10:30:00,723.97054,721.54404,724.94114,719.60284,723.97054,1117658
2021-02-17 11:00:00,725.42644,724.45584,726.39704,723.48524,725.42644,763032
2021-02-17 11:30:00,725.42644,725.42644,727.36764,724.45584,725.42644,851019
2021-02-17 12:00:00,727.36764,725.42644,728.33824,724.45584,727.36764,865340
2021-02-17 13:30:00,731.25004,727.36764,732.22064,726.39704,731.25004,1055635
2021-02-17 14:00:00,730.76474,731.25004,734.64714,729.79414,730.76474,882340
2021-02-17 14:30:00,735.61774,731.25004,739.01484,730.76474,735.61774,1389964
2021-02-17 15:00:00,734.64714,735.61774,737.07364,733.67654,734.64714,816401
